0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,Label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1527603,0.48128244,0.034960367,0.0,0.0,0.48768756,0.19640577,0.0,0.0,0.0,0.0,0.0,0.0,0.663549,1.4531021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664634,0.0,0.6550217,0.022152875,0.0,0.0,0.0,0.1017319,0.0,0.0,0.0,0.0,0.029464316,0.0,0.0,0.0,1.1493202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5663912,0.0,0.7204517,0.37993875,0.0008627847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8300277,0.0,0.0,0.35819077,0.0,0.0404898,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308941,0.0,0.1338953,0.0,0.0,0.36906174,0.18474582,0.0,0.23071322,0.0,0.0,0.0,0.0,0.42752764,0.15726748,0.1960824,0.0,0.0,0.0,0.0,0.06045804,0.0,0.0,0.0,0.0,0.2295999,0.46455866,0.0,0.40601268,0.10259512,0.0,0.0,0.0,0.32322294,0.0,0.0,0.0,0.0,0.15004149,0.0,0.0,0.0,0.17202649,0.0,0.0,0.0,0.27593464,0.0,0.0,0.0,0.3498155,0.0,0.33933422,0.25129247,0.14425349,0.0,0.096615806,0.0,0.0,0.011493903,0.0,0.0,0.0,0.0,0.0,0.0,0.27334934,0.0,0.0,0.3071283,0.23640326,0.0,0.08017251,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18532239,0.0,0.053996596,0.0,0.0,0.26941028,0.10212603,0.0,0.100130804,0.0,0.0,0.0,0.0,0.3547981,0.24343675,0.04503429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0849548,0.391251,0.0,0.3106911,0.045966886,0.0,0.0,0.0,0.20380145,0.0,0.0,0.0,0.0,0.07232407,0.0,0.0,0.0,0.42524683,0.0,0.0,0.0,0.102456614,0.0,0.0,0.0,0.270863,0.0,0.26941463,0.14999007,0.063300125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114542276,0.0,0.0,0.13166887,0.17190084,0.0,0.008590896,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3304344,0.0,0.13229129,0.0,0.0,0.3982664,0.18980548,0.0,0.24186052,0.0,0.0,0.0,0.0,0.4724565,0.17613702,0.19799504,0.0,0.0,0.0,0.0,0.034433935,0.0,0.0,0.0,0.0,0.23697579,0.5109582,0.0,0.44277677,0.10048093,0.0,0.0,0.0,0.34646565,0.0,0.0,0.0,0.0,0.1549552,0.0,0.0,0.0,0.22291562,0.0,0.0,0.0,0.2908477,0.0,0.0,0.0,0.3801986,0.0,0.36772788,0.2614457,0.14017817,0.0,0.08415097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28369498,0.0,0.0,0.3269374,0.24363345,0.0,0.07502088,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14598012,0.0,0.08508948,0.0,0.0,0.19880238,0.11930061,0.0,0.07455292,0.0,0.0,0.0,0.0,0.22941315,0.10338856,0.07331049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100484565,0.25795674,0.0,0.2187354,0.08034948,0.0,0.0,0.0,0.1653263,0.0,0.0,0.0,0.0,0.07896544,0.0,0.0,0.0,0.14943199,0.0,0.0,0.0,0.116772056,0.0,0.0,0.0,0.19504209,0.0,0.17085269,0.15596834,0.10007528,0.0,0.0027002767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12128767,0.0,0.0,0.14057553,0.15644623,0.0,0.052985758,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467952,0.0,0.10142815,0.0,0.0,0.19406149,0.12217024,0.0,0.09571967,0.0,0.0,0.0,0.0,0.21286514,0.08359663,0.08981955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116923645,0.23486917,0.0,0.19778515,0.07907637,0.0,0.0,0.0,0.17212608,0.0,0.0,0.0,0.0,0.09960065,0.0,0.0,0.0,0.07054582,0.0,0.0,0.0,0.13008684,0.0,0.0,0.0,0.17425545,0.0,0.1578168,0.16143593,0.119929954,0.0,0.010917619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13763276,0.0,0.0,0.15361935,0.14873771,0.0,0.060765527,0.0,1.0
0.0,0.0,0.0,0.014329154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02406187,0.0,0.21073563,0.0,0.13486296,0.032279927,0.0,0.2689037,0.16512257,0.0,0.15426624,0.0,0.0,0.0,0.0,0.29094934,0.0804507,0.15976295,0.0,0.0,0.01135122,0.0,0.07805887,0.0,0.020149626,0.0,0.0,0.17146786,0.32277423,0.0071866624,0.28667873,0.11458869,0.0,0.0,0.0,0.2295669,0.0,0.0,0.0,0.0,0.13046925,0.0,0.006500561,0.021648575,0.076951504,0.0,0.0,0.0,0.19172436,0.0,0.0,0.0,0.25613135,0.0,0.237708,0.20264195,0.15264693,0.017229363,0.09187503,0.0,0.0,0.042371005,0.0,0.0,0.0,0.0,0.0,0.0,0.20010242,0.0,0.0,0.21369141,0.20388007,0.0025307313,0.088293985,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19261004,0.0,0.113487646,0.0,0.0,0.23399663,0.1378194,0.0,0.120233536,0.0,0.0,0.0,0.0,0.2749976,0.09544347,0.11500239,0.0,0.0,0.0,0.0,0.012204271,0.0,0.0,0.0,0.0,0.14209652,0.30091125,0.0,0.25850093,0.09078705,0.0,0.0,0.0,0.20248616,0.0,0.0,0.0,0.0,0.11588186,0.0,0.0,0.0,0.12450774,0.0,0.0,0.0,0.15209725,0.0,0.0,0.0,0.23085612,0.0,0.22753704,0.18332472,0.12005009,0.0,0.050934434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15951574,0.0,0.0,0.17410609,0.17705055,0.0,0.075925305,0.0,0.0
0.0,0.0,0.0,0.09302896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112028584,0.0,0.25998375,0.0,0.13290551,0.10429528,0.0,0.29909536,0.16779253,0.0,0.21057117,0.0,0.0,0.0,0.0,0.32005468,0.08511926,0.20470855,0.0,0.0,0.08643638,0.0,0.12620416,0.0,0.11576204,0.0,0.0,0.2207855,0.35618252,0.08767727,0.31755129,0.11061227,0.0,0.0,0.0,0.27581617,0.0,0.0,0.0,0.0,0.13251227,0.0,0.081965454,0.103008404,0.04029504,0.0,0.0,0.0,0.24943987,0.0,0.0,0.0,0.27786064,0.0,0.2546553,0.21008852,0.1540912,0.08581546,0.13379803,0.0,0.0,0.097685084,0.0,0.0,0.0,0.0,0.0,0.0,0.25982857,0.0,0.0,0.2740237,0.20505711,0.060435716,0.08724865,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010305822,0.0,0.26994836,0.0,0.13061187,0.019907698,0.0,0.3250576,0.17135076,0.0,0.20031328,0.0,0.0,0.0,0.0,0.36439463,0.10911977,0.18656226,0.0,0.0,0.0,0.0,0.08434231,0.0,0.001730375,0.0,0.0,0.20936254,0.4014881,0.0,0.35353187,0.10652304,0.0,0.0,0.0,0.28203326,0.0,0.0,0.0,0.0,0.13346581,0.0,0.0,0.012538593,0.12077965,0.0,0.0,0.0,0.2430391,0.0,0.0,0.0,0.31181628,0.0,0.296475,0.21880062,0.14049293,0.0,0.109523706,0.0,0.0,0.029517688,0.0,0.0,0.0,0.0,0.0,0.0,0.24853012,0.0,0.0,0.27116236,0.21582812,0.0,0.07818204,0.0,0.0
